,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,OUTAGE.START,OUTAGE.RESTORATION
387,382,2000,8,Illinois,IL,SERC,Central,-0.5,cold,severe weather,,,1200,,239567,9.48,7.87,5.43,7.52,4247741,4469263,4038078,13665101,31.0845927885934,32.7056711838427,29.5502975060338,4748863,493670,5009,5282401,89.89970659175628,9.345560853861718,0.09482430432676353,49276,44745,1.10126271091742,2.8,15815,612709,2.58116006130153,5.8,12434161,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2000-08-06 16:00:00,2000-08-07 12:00:00
388,383,2014,1,Illinois,IL,RFC,Central,-0.5,cold,fuel supply emergency, Natural Gas,,2761,,,10.34,8.97,6.9,8.86,4791210,4641133,3778464,13272311,36.0992897167645,34.9685371296679,28.468772318551,5145022,600246,6098,5751369,89.4573448512867,10.436576056935314,0.10602693028390284,52359,49091,1.06657024709213,1.1,11765,674419,1.74446449462426,4.7,12882189,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2014-01-07 10:59:00,2014-01-09 09:00:00
389,384,2008,6,Illinois,IL,RFC,Central,-0.5,cold,severe weather,,,720,,165000,11.57,9.73,7.3,9.61,4186258,4533618,3786565,12545025,33.3698657435916,36.1387721427418,30.183797959749,5098579,586611,6016,5691210,89.58690682649208,10.307316018913378,0.10570687077089055,51621,48401,1.06652755108366,-2.6,12400,658018,1.88444693002319,4.5,12747038,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2008-06-15 08:00:00,2008-06-15 20:00:00
390,385,2012,8,Illinois,IL,RFC,Central,0.3,normal,severe weather,thunderstorm,,1120,,325000,10.78,7.99,5.93,8.41,5149124,4821316,4047841,14063905,36.6123349098277,34.2814886761536,28.7817714923416,5098647,590142,6042,5694834,89.53109080967066,10.362760354384342,0.10609615662194895,52264,48156,1.08530608854556,2.1,12277,672840,1.82465370667618,4.7,12875167,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2012-08-04 17:30:00,2012-08-05 12:10:00
391,386,2010,10,Illinois,IL,RFC,Central,-1.5,cold,severe weather,heavy wind,,2100,,127000,12.22,8.87,6.61,9.02,2957068,4102193,3644454,10746745,27.5159408732598,38.1714928566743,33.9121659628101,5070056,578768,5991,5654819,89.65903241111695,10.234951817202283,0.10594503555286208,50290,47287,1.06350582612557,0.6,11860,645733,1.83667243272374,4.4,12841249,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2010-10-27 17:00:00,2010-10-29 04:00:00
392,387,2003,7,Illinois,IL,SERC,Central,0.1,normal,severe weather,storm,,960,80,130000,9.06,7.95,5.31,7.61,4797690,4666089,3673394,13175400,36.4139988159752,35.4151600710415,27.8807019141734,4900412,550038,7347,5457799,89.78733002076478,10.078018629854268,0.134614704572301,49579,45858,1.0811417855118,1.3,11973,622516,1.92332405914065,4.7,12556006,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2003-07-05 03:00:00,2003-07-05 19:00:00
393,388,2011,6,Illinois,IL,RFC,Central,-0.3,normal,severe weather,thunderstorm,,450,,169000,12.06,9,6.68,9.3,4055735,4307399,3750037,12154984,33.3668477062578,35.4373070338883,30.8518464524511,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-06-09 04:30:00,2011-06-09 12:00:00
394,389,2006,7,Illinois,IL,RFC,Central,0.1,normal,severe weather,thunderstorm,,1440,,170519,9.15,8.7,5.22,7.94,5776437,4835826,3871048,14524133,39.7713033886429,33.2951095944935,26.6525237685444,5020608,568400,6513,5595528,89.72536639973922,10.158111977993855,0.11639652236571778,52683,48909,1.07716371220021,2.4,11611,666120,1.74307932504654,4.6,12643955,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2006-07-17 21:00:00,2006-07-18 21:00:00
395,390,2011,2,Illinois,IL,RFC,Central,-1,cold,severe weather,winter storm,,1020,,190000,11.19,8.64,6.43,8.84,3975571,4076089,3493299,11594099,34.2896071527421,35.1565826719265,30.1299738772284,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-02-01 21:00:00,2011-02-02 14:00:00
396,391,2011,7,Illinois,IL,RFC,Central,-0.3,normal,severe weather,,,0,,500000,11.91,8.8,6.5,9.43,5911006,4889514,3912961,14759220,40.0495825660164,33.1285393130531,26.5119769201896,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-07-11 09:00:00,2011-07-11 09:00:00
397,392,2008,6,Illinois,IL,RFC,Central,-0.5,cold,severe weather,,,2010,,125000,11.57,9.73,7.3,9.61,4186258,4533618,3786565,12545025,33.3698657435916,36.1387721427418,30.183797959749,5098579,586611,6016,5691210,89.58690682649208,10.307316018913378,0.10570687077089055,51621,48401,1.06652755108366,-2.6,12400,658018,1.88444693002319,4.5,12747038,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2008-06-08 09:30:00,2008-06-09 19:00:00
398,393,2011,7,Illinois,IL,SERC,Central,-0.3,normal,public appeal,,,120,,,11.91,8.8,6.5,9.43,5911006,4889514,3912961,14759220,40.0495825660164,33.1285393130531,26.5119769201896,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-07-21 13:00:00,2011-07-21 15:00:00
399,394,2009,5,Illinois,IL,SERC,Central,0.2,normal,severe weather,thunderstorm,,9230,300,68800,12.16,9.15,6.87,9.25,2910315,3950694,3385388,10286783,28.2917895711419,38.4055345582774,32.9100749962355,5074861,575801,5893,5656559,89.71639825554723,10.179351086057796,0.10417994402604128,50010,46680,1.07133676092545,-3.1,11136,639965,1.74009516145414,4.6,12796778,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2009-05-08 13:30:00,2009-05-14 23:20:00
400,395,2012,2,Washington,WA,WECC,Northwest,-0.5,cold,intentional attack,vandalism,,1240,,,8.28,7.73,4.24,7.09,3876416,2540871,2218761,8636742,44.8828505008023,29.4193227029359,25.6897913588249,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-02-14 19:20:00,2012-02-15 16:00:00
401,396,2011,12,Washington,WA,WECC,Northwest,-0.9,cold,intentional attack,vandalism,,465,,,8.38,7.67,4.21,7.07,3893262,2625962,2332196,8852112,43.9811651727859,29.6648076752757,26.3462098084615,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-12-08 08:45:00,2011-12-08 16:30:00
402,397,2012,2,Washington,WA,WECC,Northwest,-0.5,cold,intentional attack,vandalism,,0,,,8.28,7.73,4.24,7.09,3876416,2540871,2218761,8636742,44.8828505008023,29.4193227029359,25.6897913588249,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-02-11 08:55:00,2012-02-11 08:55:00
403,398,2010,12,Washington,WA,WECC,Northwest,-1.4,cold,severe weather,,,2460,184,92090,8.13,7.55,4.31,6.97,3903604,2593915,2269232,8767319,44.5244891853485,29.586182503454,25.8828497058223,2825281,353330,27970,3206587,88.1086650697455,11.01888082250692,0.8722669929117781,53051,47287,1.12189396662931,0.7,3749,357663,1.04819341111605,0.8,6743060,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2010-12-18 05:00:00,2010-12-19 22:00:00
404,399,2014,1,Washington,WA,WECC,Northwest,-0.5,cold,intentional attack,vandalism,,1183,,,8.52,7.91,4.33,7.29,4270973,2603071,2340874,9215371,46.3461861709095,28.2470559242813,25.4018422047251,2907705,359219,30308,3297238,88.18608180543836,10.894542644480017,0.9191935795960134,54662,49091,1.1134831231794,1.7,3356,386000,0.869430051813471,0.7,7063166,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2014-01-23 21:17:00,2014-01-24 17:00:00
405,400,2015,8,Washington,WA,WECC,Northwest,1.4,warm,severe weather,,,8880,250,250000,9.36,8.06,4.53,7.42,2441106,2540013,2208545,7190121,33.9508333726234,35.3264291379797,30.7163815462911,2945760,365095,29163,3340024,88.19577344354413,10.930909478494765,0.8731374385333758,55403,49844,1.11152796725784,1.4,3461,404972,0.854626986557095,0.8,7170351,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2015-08-29 11:00:00,2015-09-04 15:00:00
406,401,2011,8,Washington,WA,WECC,Northwest,-0.6,cold,intentional attack,vandalism,,394,,,8.4,7.4,4.27,6.69,2439460,2481324,2444603,7366208,33.1169035682946,33.6852285463565,33.1867223950233,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-08-09 10:26:00,2011-08-09 17:00:00
407,402,2012,4,Washington,WA,WECC,Northwest,-0.4,normal,intentional attack,vandalism,,219,,,8.46,7.68,4.08,6.94,3014431,2341074,2209204,7565294,39.8455235183193,30.9449176727302,29.2018261286343,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-04-23 11:56:00,2012-04-23 15:35:00
408,403,2012,4,Washington,WA,WECC,Northwest,-0.4,normal,intentional attack,vandalism,,487,,,8.46,7.68,4.08,6.94,3014431,2341074,2209204,7565294,39.8455235183193,30.9449176727302,29.2018261286343,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-04-19 07:53:00,2012-04-19 16:00:00
409,404,2015,5,Washington,WA,WECC,Northwest,0.8,warm,islanding,,,19,275,,8.89,7.98,4.31,7.17,2329422,2249129,2031018,6609969,35.2410427340885,34.026316916161,30.7265888841536,2945760,365095,29163,3340024,88.19577344354413,10.930909478494765,0.8731374385333758,55403,49844,1.11152796725784,1.4,3461,404972,0.854626986557095,0.8,7170351,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2015-05-18 15:28:00,2015-05-18 15:47:00
410,405,2012,12,Washington,WA,WECC,Northwest,-0.2,normal,intentional attack,,,28,0,0,8.53,7.76,4.03,7.08,3631776,2576833,2305845,8514890,42.652060097077,30.2626692769959,27.0801501839718,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-12-03 12:02:00,2012-12-03 12:30:00
411,406,2011,6,Washington,WA,WECC,Northwest,-0.3,normal,intentional attack,vandalism,,0,,,8.47,7.46,3.44,6.4,2456894,2323382,2553790,7334593,33.4973460695092,31.6770405665318,34.8184282345319,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-06-08 12:58:00,2011-06-08 12:58:00
412,407,2012,10,Washington,WA,WECC,Northwest,0.3,normal,intentional attack,,,1,0,0,8.68,7.7,4.25,6.89,2316701,2415523,2311750,7044482,32.8867473861102,34.2895758694536,32.8164654264146,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-10-29 09:00:00,2012-10-29 09:01:00
413,408,2004,1,Washington,WA,WECC,Northwest,0.3,normal,severe weather,winter storm,,5340,150,145000,6.34,6.35,4.33,5.96,3983103,2451311,1493011,7931284,50.2201535085618,30.9068619910723,18.8243290745862,2604485,331501,21919,2957979,88.04947567241011,11.207009921300996,0.7410126981969785,49648,47037,1.05550949252716,0.4,3596,306754,1.17227485216167,0.7,6178645,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2004-01-07 00:00:00,2004-01-10 17:00:00
414,409,2006,11,Washington,WA,WECC,Northwest,0.9,warm,severe weather,winter storm,,8940,180,63992,7.21,6.87,5.1,6.61,2828491,2285078,1522529,6636190,42.6222124441886,34.4335831252571,22.9428180929117,2704101,337999,25829,3067933,88.14081011547515,11.017157154344636,0.8419023492364403,52727,48909,1.07806334212517,1.4,3657,335912,1.08867798709186,0.7,6370753,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2006-11-26 13:00:00,2006-12-02 18:00:00
415,410,2011,9,Washington,WA,WECC,Northwest,-0.8,cold,intentional attack,vandalism,,467,,,8.52,7.53,4.22,6.74,2228195,2402344,2325896,6957091,32.0276822597261,34.5308692958019,33.4320192160775,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-09-01 08:13:00,2011-09-01 16:00:00
416,411,2011,12,Washington,WA,WECC,Northwest,-0.9,cold,intentional attack,vandalism,,0,,,8.38,7.67,4.21,7.07,3893262,2625962,2332196,8852112,43.9811651727859,29.6648076752757,26.3462098084615,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-12-31 21:26:00,2011-12-31 21:26:00
417,412,2012,1,Washington,WA,WECC,Northwest,-0.7,cold,severe weather,winter storm,,1920,1600,426000,8.37,7.66,4.05,7.06,4079777,2615583,2291942,8988060,45.3910743809009,29.1006401826423,25.4998520259099,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-01-19 07:00:00,2012-01-20 15:00:00
418,413,2012,3,Washington,WA,WECC,Northwest,-0.4,normal,intentional attack,vandalism,,0,,,8.35,7.75,4.22,7.08,3660591,2501753,2210219,8373220,43.7178409261909,29.8780278077012,26.3962848223264,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-03-26 13:24:00,2012-03-26 13:24:00
419,414,2015,7,Washington,WA,WECC,Northwest,1.2,warm,system operability disruption,,,25,200,,9.34,8.16,4.64,7.52,2566800,2608211,2196966,7372409,34.8162995297738,35.3780019529573,29.7998388315136,2945760,365095,29163,3340024,88.19577344354413,10.930909478494765,0.8731374385333758,55403,49844,1.11152796725784,1.4,3461,404972,0.854626986557095,0.8,7170351,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2015-07-21 12:47:00,2015-07-21 13:12:00
420,415,2015,12,Washington,WA,WECC,Northwest,2.3,warm,severe weather,,,420,115,76300,9.19,8.51,4.17,7.79,3892413,2671474,2028962,8593354,45.2956203130931,31.0876754291747,23.6108276233005,2945760,365095,29163,3340024,88.19577344354413,10.930909478494765,0.8731374385333758,55403,49844,1.11152796725784,1.4,3461,404972,0.854626986557095,0.8,7170351,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2015-12-09 04:00:00,2015-12-09 11:00:00
421,416,2007,1,Washington,WA,WECC,Northwest,0.7,warm,severe weather,heavy wind,,2040,260,110433,7.02,6.67,4.54,6.43,4306137,2624609,1679891,8610778,50.0086867876515,30.4805094266743,19.5091663029752,2748270,345048,26114,3119436,88.10150296399733,11.06123029932334,0.837138508371385,54931,49126,1.11816553352603,4.2,3561,354944,1.00325685178507,0.7,6461587,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2007-01-16 02:00:00,2007-01-17 12:00:00
422,417,2012,3,Washington,WA,WECC,Northwest,-0.4,normal,intentional attack,vandalism,,0,,,8.35,7.75,4.22,7.08,3660591,2501753,2210219,8373220,43.7178409261909,29.8780278077012,26.3962848223264,2852760,356028,27690,3236484,88.14380049461082,11.000456050454753,0.8555580685707082,53622,48156,1.11350610515824,1.5,3605,369797,0.974859179495777,0.8,6897292,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2012-03-28 10:17:00,2012-03-28 10:17:00
423,418,2016,7,Washington,WA,WECC,Northwest,-0.3,normal,intentional attack,vandalism,,1,0,0,,,,,,,,,,,,2985799,367847,29012,3382664,88.26767896545445,10.87447644814856,0.8576672114049755,57796,50660,1.14086063955784,4.3,3504,420809,0.832681810512608,0.7,7280934,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2016-07-13 13:00:00,2016-07-13 13:01:00
424,419,2011,9,Washington,WA,WECC,Northwest,-0.8,cold,intentional attack,vandalism,,1423,,,8.52,7.53,4.22,6.74,2228195,2402344,2325896,6957091,32.0276822597261,34.5308692958019,33.4320192160775,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-09-24 16:17:00,2011-09-25 16:00:00
425,420,2011,11,Washington,WA,WECC,Northwest,-1,cold,intentional attack,vandalism,,60,0,0,8.44,7.64,4.25,6.94,2962923,2412320,2266647,7642530,38.7688762752649,31.5644164955846,29.6583330389282,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-11-30 10:00:00,2011-11-30 11:00:00
426,421,2011,12,Washington,WA,WECC,Northwest,-0.9,cold,intentional attack,vandalism,,1620,,,8.38,7.67,4.21,7.07,3893262,2625962,2332196,8852112,43.9811651727859,29.6648076752757,26.3462098084615,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-12-05 14:00:00,2011-12-06 17:00:00
427,422,2013,11,Washington,WA,WECC,Northwest,-0.3,normal,severe weather,heavy wind,,3300,,105000,8.73,7.97,4.5,7.22,2892607,2353093,2245010,7491167,38.6135698216313,31.4115677837645,29.9687618764873,2880008,360855,27808,3268677,88.10928702958414,11.0397876572081,0.850741752703005,53760,48396,1.11083560624845,0.3,3647,374911,0.972764202704108,0.8,6973281,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2013-11-02 00:00:00,2013-11-04 06:00:00
428,423,2011,8,Washington,WA,WECC,Northwest,-0.6,cold,intentional attack,vandalism,,385,,,8.4,7.4,4.27,6.69,2439460,2481324,2444603,7366208,33.1169035682946,33.6852285463565,33.1867223950233,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-08-08 09:35:00,2011-08-08 16:00:00
429,424,2015,3,Washington,WA,WECC,Northwest,0.6,warm,intentional attack,vandalism,,663,,,8.67,8.23,4.3,7.28,3130700,2458153,2250859,7840102,39.9318784372958,31.3535844304066,28.7095627072199,2945760,365095,29163,3340024,88.19577344354413,10.930909478494765,0.8731374385333758,55403,49844,1.11152796725784,1.4,3461,404972,0.854626986557095,0.8,7170351,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2015-03-09 23:50:00,2015-03-10 10:53:00
430,425,2011,4,Washington,WA,WECC,Northwest,-0.5,cold,intentional attack,vandalism,,123,0,0,8.14,7.42,3.98,6.7,3174507,2374618,2299182,7848762,40.4459582288264,30.2546822033844,29.2935624752031,2837631,354185,27845,3219667,88.13430084539799,11.000671808606294,0.8648409913199098,52822,47586,1.11003236245955,-0.4,3832,360358,1.06338696518462,0.8,6823229,84.05,9.08,2380,1487.9,16.7,3.57,0.62,93.2087856601868,6.79121433981318,2.40539706583635,2011-04-19 14:01:00,2011-04-19 16:04:00
